,direccion,barrio,distrito,precio,metros
1498,"calle de Pere Aleixandre, Mont-Olivet, València",Mont Olivet,Quatre Carreres,749€/mes,130 m²
1499,"calle de Pere Aleixandre, 8, Mont-Olivet, València",Mont Olivet,Quatre Carreres,800€/mes,120 m²
1500,"avenida de Amado Granell Mesado, 9, Mont-Olivet, València",Mont Olivet,Quatre Carreres,1.200€/mes,169 m²
1501,"Escultor José Capuz, Mont-Olivet, València",Mont Olivet,Quatre Carreres,750€/mes,136 m²
1502,"c granada, Mont-Olivet, València",Mont Olivet,Quatre Carreres,1.500€/mes,140 m²
1503,"Mont-Olivet, València",Mont Olivet,Quatre Carreres,950€/mes,110 m²
1504,"Escultor José Capuz, 15, Mont-Olivet, València",Mont Olivet,Quatre Carreres,750€/mes,91 m²
1505,"avenida de Peris i Valero, 188, Mont-Olivet, València",Mont Olivet,Quatre Carreres,1.200€/mes,110 m²
1506,"avenida d'Amado Granell Mesado, Mont-Olivet, València",Mont Olivet,Quatre Carreres,800€/mes,170 m²
1507,"calle Oriente, Mont-Olivet, València",Mont Olivet,Quatre Carreres,600€/mes,95 m²
1508,"avenida de Amado Granell Mesado, Mont-Olivet, València",Mont Olivet,Quatre Carreres,800€/mes,160 m²
1509,"calle Oriente, 21, Mont-Olivet, València",Mont Olivet,Quatre Carreres,600€/mes,90 m²
1510,"calle de la Senyera, s/n, Mont-Olivet, València",Mont Olivet,Quatre Carreres,599€/mes,81 m²
1511,"calle Amado Granell Mesado, Mont-Olivet, València",Mont Olivet,Quatre Carreres,800€/mes,156 m²
1512,"avenida de Amado Granell Mesado, Mont-Olivet, València",Mont Olivet,Quatre Carreres,950€/mes,110 m²
1513,"calle Pedro Aleixandre, Mont-Olivet, València",Mont Olivet,Quatre Carreres,500€/mes,65 m²
1514,"Nave en Mont-Olivet, València",Mont Olivet,Quatre Carreres,2.000€/mes,180 m²
1515,"calle de l'Alcalde Reig, Mont-Olivet, València",Mont Olivet,Quatre Carreres,1.500€/mes,100 m²
1516,"calle de l'Escultor Josep Capuz, s/n, Mont-Olivet, València",Mont Olivet,Quatre Carreres,650€/mes,35 m²
1517,"Mont-Olivet, València",Mont Olivet,Quatre Carreres,1.200€/mes,169 m²
1518,"calle de l'Alcalde Reig, Mont-Olivet, València",Mont Olivet,Quatre Carreres,1.500€/mes,100 m²
1519,"calle de Lluís Oliag, Mont-Olivet, València",Mont Olivet,Quatre Carreres,1.700€/mes,120 m²
1520,"Mont-Olivet, València",Mont Olivet,Quatre Carreres,950€/mes,135 m²
1521,"Luis oliag, Mont-Olivet, València",Mont Olivet,Quatre Carreres,350€/mes,25 m²
1522,"calle de Pepita Samper, 3, Mont-Olivet, València",Mont Olivet,Quatre Carreres,550€/mes,75 m²
1523,"avenida de Amado Granell Mesado, Mont-Olivet, València",Mont Olivet,Quatre Carreres,700€/mes,50 m²
1524,"Mont-Olivet, València",Mont Olivet,Quatre Carreres,1.100€/mes,145 m²
1525,"calle de Salvador Lluch, 1, Mont-Olivet, València",Mont Olivet,Quatre Carreres,750€/mes,123 m²
1526,"Mont-Olivet, València",Mont Olivet,Quatre Carreres,900€/mes,80 m²
1527,"Mont-Olivet, València",Mont Olivet,Quatre Carreres,750€/mes,72 m²
1528,"calle de l'Orient, Mont-Olivet, València",Mont Olivet,Quatre Carreres,600€/mes,100 m²
1529,"calle de Pere Aleixandre, 13, Mont-Olivet, València",Mont Olivet,Quatre Carreres,900€/mes,80 m²
1530,"C/Pere Aleixandre, 47, Mont-Olivet, València",Mont Olivet,Quatre Carreres,600€/mes,100 m²
1531,"calle de Fray Pedro Ponce de León, 2, Mont-Olivet, València",Mont Olivet,Quatre Carreres,500€/mes,140 m²
1532,"Mont-Olivet, València",Mont Olivet,Quatre Carreres,500€/mes,150 m²
1533,"avenida d'Amado Granell Mesado, 42, Mont-Olivet, València",Mont Olivet,Quatre Carreres,950€/mes,110 m²
1534,"En Corts, València",En Corts,Quatre Carreres,1.200€/mes,463 m²
1535,"calle de Rubén Vela, En Corts, València",En Corts,Quatre Carreres,400€/mes,55 m²
1536,"avenida de la Plata, 31, En Corts, València",En Corts,Quatre Carreres,750€/mes,61 m²
1537,"En Corts, València",En Corts,Quatre Carreres,2.000€/mes,146 m²
1538,"En Corts, València",En Corts,Quatre Carreres,980€/mes,107 m²
1539,"Waksman, 50, En Corts, València",En Corts,Quatre Carreres,3.000€/mes,241 m²
1540,"zapadores, En Corts, València",En Corts,Quatre Carreres,590€/mes,95 m²
1541,"avenida de Peris i Valero, 50, En Corts, València",En Corts,Quatre Carreres,650€/mes,200 m²
1542,"calle de Molina del Palau, En Corts, València",En Corts,Quatre Carreres,2.000€/mes,129 m²
1543,"plaza Antonio Cortis, En Corts, València",En Corts,Quatre Carreres,450€/mes,85 m²
1544,"En Corts, València",En Corts,Quatre Carreres,700€/mes,110 m²
1545,"En Corts, València",En Corts,Quatre Carreres,1.100€/mes,106 m²
1546,"calle de Salvador Lluch, 25, En Corts, València",En Corts,Quatre Carreres,600€/mes,37 m²
1547,"doctor Waksman, 37, En Corts, València",En Corts,Quatre Carreres,2.500€/mes,300 m²
1548,"calle de Molina del Palau, 19, En Corts, València",En Corts,Quatre Carreres,1.999€/mes,150 m²
1549,"Carrera de la Fonteta de Sant Lluís, 30, En Corts, València",En Corts,Quatre Carreres,650€/mes,85 m²
1550,"carretera de la fuente de san luis, 24, En Corts, València",En Corts,Quatre Carreres,250€/mes,60 m²
1551,"avenida Antonio Ferrandis, Ciutat de les Arts i de les Ciencies, València",Ciutat de les Arts i de les Ciencies,Quatre Carreres,7.000€/mes,500 m²
1552,"Ciutat de les Arts i de les Ciencies, València",Ciutat de les Arts i de les Ciencies,Quatre Carreres,1.850€/mes,214 m²
1553,"calle d'Antonio Ferrandis, Ciutat de les Arts i de les Ciencies, València",Ciutat de les Arts i de les Ciencies,Quatre Carreres,4.500€/mes,164 m²
1554,"Ciutat de les Arts i de les Ciencies, València",Ciutat de les Arts i de les Ciencies,Quatre Carreres,1.400€/mes,90 m²
1555,"calle d'Antonio Ferrandis, Ciutat de les Arts i de les Ciencies, València",Ciutat de les Arts i de les Ciencies,Quatre Carreres,2.700€/mes,90 m²
1556,"calle d'Antonio Ferrandis, Ciutat de les Arts i de les Ciencies, València",Ciutat de les Arts i de les Ciencies,Quatre Carreres,2.250€/mes,74 m²
1557,"avenida del Actor Antonio Ferrandis, Ciutat de les Arts i de les Ciencies, València",Ciutat de les Arts i de les Ciencies,Quatre Carreres,2.100€/mes,88 m²
1558,"calle d'Antonio Ferrandis, 18, Ciutat de les Arts i de les Ciencies, València",Ciutat de les Arts i de les Ciencies,Quatre Carreres,3.200€/mes,160 m²
1559,"Ciutat de les Arts i de les Ciencies, València",Ciutat de les Arts i de les Ciencies,Quatre Carreres,800€/mes,67 m²
1560,"calle d'Ángel Villena, 24, Ciutat de les Arts i de les Ciencies, València",Ciutat de les Arts i de les Ciencies,Quatre Carreres,14.000€/mes,650 m²
1561,"calle Luis Arcas, 9, Ciutat de les Arts i de les Ciencies, València",Ciutat de les Arts i de les Ciencies,Quatre Carreres,974€/mes,85 m²
1562,"Ciutat de les Arts i de les Ciencies, València",Ciutat de les Arts i de les Ciencies,Quatre Carreres,970€/mes,90 m²
1563,"Nave en calle del Gravador Jordán, 65, Fonteta de Sant Lluìs, València",Fonteta de Sant Lluìs,Quatre Carreres,2.500€/mes,1.434 m²
1564,"calle del joc de Pilota, 5, Fonteta de Sant Lluìs, València",Fonteta de Sant Lluìs,Quatre Carreres,500€/mes,150 m²
1565,"calle del Gravador Jordán, 66, Fonteta de Sant Lluìs, València",Fonteta de Sant Lluìs,Quatre Carreres,700€/mes,125 m²
1566,"calle del Gravador Jordán, Fonteta de Sant Lluìs, València",Fonteta de Sant Lluìs,Quatre Carreres,750€/mes,165 m²
1567,"Fonteta de Sant Lluìs, València",Fonteta de Sant Lluìs,Quatre Carreres,750€/mes,165 m²
1568,"calle del Gravador Jordán, Fonteta de Sant Lluìs, València",Fonteta de Sant Lluìs,Quatre Carreres,600€/mes,106 m²
1569,"Fonteta de Sant Lluìs, València",Fonteta de Sant Lluìs,Quatre Carreres,750€/mes,165 m²
1570,"Fonteta de Sant Lluìs, València",Fonteta de Sant Lluìs,Quatre Carreres,350€/mes,85 m²
1571,"Fonteta de Sant Lluìs, València",Fonteta de Sant Lluìs,Quatre Carreres,550€/mes,110 m²
1572,"calle de Les Barraques del Figuero, 1, La Punta, València",La Punta,Quatre Carreres,3.750€/mes,424 m²
1573,"calle la Barquera, La Punta, València",La Punta,Quatre Carreres,680€/mes,111 m²
1574,"calle de les Moreres, La Punta, València",La Punta,Quatre Carreres,2.100€/mes,210 m²
1575,"La Punta, València",La Punta,Quatre Carreres,3.750€/mes,424 m²
1576,"calle la Barquera, 1, La Punta, València",La Punta,Quatre Carreres,500€/mes,62 m²
1577,"Nave en Entrada Tamarit, 1, La Punta, València",La Punta,Quatre Carreres,170€/mes,115 m²
1578,"avenida Ausiás March, 55, Na Rovella, València",Na Rovella,Quatre Carreres,915€/mes,221 m²
1579,"avenida Ausiás March, 55, Na Rovella, València",Na Rovella,Quatre Carreres,915€/mes,221 m²
1580,"carretera Fuente San Luis, 110, Na Rovella, València",Na Rovella,Quatre Carreres,800€/mes,169 m²
1581,"Na Rovella, València",Na Rovella,Quatre Carreres,1.300€/mes,160 m²
1582,"avenida Ausiás March, Na Rovella, València",Na Rovella,Quatre Carreres,915€/mes,221 m²
1583,"calle d'Algímia d'Alfara, Na Rovella, València",Na Rovella,Quatre Carreres,400€/mes,49 m²
1584,"Torrefiel, València",Torrefiel,Rascanya,1.000€/mes,250 m²
1585,"Torrefiel, València",Torrefiel,Rascanya,900€/mes,139 m²
1586,"plaza del Tossal del Rei, Torrefiel, València",Torrefiel,Rascanya,800€/mes,147 m²
1587,"Torrefiel, València",Torrefiel,Rascanya,1.300€/mes,220 m²
1588,"avenida de la constitució, Torrefiel, València",Torrefiel,Rascanya,800€/mes,100 m²
1589,"Zamora, Torrefiel, València",Torrefiel,Rascanya,2.000€/mes,567 m²
1590,"calle de Zamora, Torrefiel, València",Torrefiel,Rascanya,2.000€/mes,682 m²
1591,"Torrefiel, València",Torrefiel,Rascanya,500€/mes,76 m²
1592,"avenida de la Constitució, 239, Torrefiel, València",Torrefiel,Rascanya,700€/mes,170 m²
1593,"Torrefiel, València",Torrefiel,Rascanya,375€/mes,47 m²
1594,"calle del Riu Bidasoa, 45, Torrefiel, València",Torrefiel,Rascanya,800€/mes,163 m²
1595,"calle de Pedro Cabanes, 59, Torrefiel, València",Torrefiel,Rascanya,450€/mes,125 m²
1596,"gayano lluch, Torrefiel, València",Torrefiel,Rascanya,600€/mes,70 m²
1597,"calle d'Alcanyís, 5, Torrefiel, València",Torrefiel,Rascanya,650€/mes,105 m²
1598,"avenida Doctor Peset Aleixandre, 74, Torrefiel, València",Torrefiel,Rascanya,1.500€/mes,150 m²
1599,"Torrefiel, València",Torrefiel,Rascanya,1.000€/mes,158 m²
1600,"calle de Sant Domènec Savio, Torrefiel, València",Torrefiel,Rascanya,1.200€/mes,400 m²
1601,"avenida Constitución, 139, Torrefiel, València",Torrefiel,Rascanya,4.499€/mes,350 m²
1602,"Torrefiel, València",Torrefiel,Rascanya,700€/mes,108 m²
1603,"avenida de la Constitució, 239, Torrefiel, València",Torrefiel,Rascanya,800€/mes,186 m²
1604,"calle de domènec gómez, Torrefiel, València",Torrefiel,Rascanya,500€/mes,87 m²
1605,"calle Gayano Lluch, Torrefiel, València",Torrefiel,Rascanya,700€/mes,100 m²
1606,"calle Domingo Gómez, 5, Torrefiel, València",Torrefiel,Rascanya,1.100€/mes,208 m²
1607,"calle Pedro Patricio Mey, Torrefiel, València",Torrefiel,Rascanya,350€/mes,25 m²
1608,"Torrefiel, València",Torrefiel,Rascanya,750€/mes,103 m²
1609,"calle Conde de Lumiares, Torrefiel, València",Torrefiel,Rascanya,350€/mes,46 m²
1610,"calle de Pedro Cabanes, Torrefiel, València",Torrefiel,Rascanya,650€/mes,90 m²
1611,"Torrefiel, València",Torrefiel,Rascanya,675€/mes,53 m²
1612,"Torrefiel, València",Torrefiel,Rascanya,600€/mes,110 m²
1613,"Torrefiel, València",Torrefiel,Rascanya,490€/mes,145 m²
1614,"Duque de Mandas, Els Orriols, València",Orriols,Rascanya,1.000€/mes,305 m²
1615,"calle de Sant Vicent de Paül, 17, Els Orriols, València",Orriols,Rascanya,1.350€/mes,196 m²
1616,"calle San Vicente de Paul, Els Orriols, València",Orriols,Rascanya,450€/mes,62 m²
1617,"Duque De Mandas, 21, Els Orriols, València",Orriols,Rascanya,1.000€/mes,270 m²
1618,"Els Orriols, València",Orriols,Rascanya,800€/mes,77 m²
1619,"calle d'Agustín Lara, Els Orriols, València",Orriols,Rascanya,450€/mes,59 m²
1620,"calle Tavernes Blanques, Els Orriols, València",Orriols,Rascanya,950€/mes,175 m²
1621,"calle de Motilla del Palancar, Els Orriols, València",Orriols,Rascanya,1.200€/mes,360 m²
1622,"calle Padre Viñas, Els Orriols, València",Orriols,Rascanya,1.100€/mes,250 m²
1623,"avenida Primado Reig, Els Orriols, València",Orriols,Rascanya,800€/mes,176 m²
1624,"Els Orriols, València",Orriols,Rascanya,375€/mes,50 m²
1625,"avenida de la Constitución, Els Orriols, València",Orriols,Rascanya,450€/mes,100 m²
1626,"calle d'Alfauir, 7, Els Orriols, València",Orriols,Rascanya,700€/mes,250 m²
1627,"Av. de la Constitución, s/n, Els Orriols, València",Orriols,Rascanya,2.500€/mes,285 m²
1628,"calle San Vicente de Paul, Valencia, 17, Els Orriols, València",Orriols,Rascanya,1.350€/mes,194 m²
1629,"Els Orriols, València",Orriols,Rascanya,900€/mes,215 m²
1630,"Nave en calle de Sant Vicent de Paül, 20, Els Orriols, València",Orriols,Rascanya,1.000€/mes,116 m²
1631,"calle d'Alfauir, Els Orriols, València",Orriols,Rascanya,650€/mes,130 m²
1632,"avenida del Primat Reig, Els Orriols, València",Orriols,Rascanya,580€/mes,55 m²
1633,"avenida del Primat Reig, Els Orriols, València",Orriols,Rascanya,1.000€/mes,200 m²
1634,"avenida de la Constitució, 212, Els Orriols, València",Orriols,Rascanya,1.250€/mes,205 m²
1635,"avenida Hermanos Machado, 61, Els Orriols, València",Orriols,Rascanya,1.100€/mes,155 m²
1636,"Els Orriols, València",Orriols,Rascanya,800€/mes,160 m²
1637,"Els Orriols, València",Orriols,Rascanya,1.350€/mes,189 m²
1638,"San Juan de la peña, 30, Els Orriols, València",Orriols,Rascanya,550€/mes,36 m²
1639,"avenida del Primat Reig, 37, Els Orriols, València",Orriols,Rascanya,1.200€/mes,200 m²
1640,"calle d'Alfauir, Sant Llorenç, València",Sant Llorenç,Rascanya,1.500€/mes,140 m²
1641,"avenida de Valladolid, 5, Sant Llorenç, València",Sant Llorenç,Rascanya,67.900€/mes,100 m²
1642,"Sant Llorenç, València",Sant Llorenç,Rascanya,1.150€/mes,141 m²
1643,"calle d'alfauir, Sant Llorenç, València",Sant Llorenç,Rascanya,800€/mes,130 m²
1644,"calle de Santa Genoveva Torres, Sant Llorenç, València",Sant Llorenç,Rascanya,1.150€/mes,141 m²
1645,"calle de Dolores Marqués, 52, Sant Llorenç, València",Sant Llorenç,Rascanya,650€/mes,65 m²
1646,"Emilio baró, Sant Llorenç, València",Sant Llorenç,Rascanya,1.490€/mes,170 m²
1647,"Sant Llorenç, València",Sant Llorenç,Rascanya,1.150€/mes,110 m²
1648,"camino Vell d’Alboraia, 22, Sant Llorenç, València",Sant Llorenç,Rascanya,500€/mes,60 m²
1649,"calle Emilio Baró, Sant Llorenç, València",Sant Llorenç,Rascanya,890€/mes,100 m²
1650,"Sant Llorenç, València",Sant Llorenç,Rascanya,950€/mes,110 m²
1651,"Sant Llorenç, València",Sant Llorenç,Rascanya,550€/mes,55 m²
1652,"Sant Llorenç, València",Sant Llorenç,Rascanya,750€/mes,98 m²
1653,"avenida de Valladolid, Sant Llorenç, València",Sant Llorenç,Rascanya,1.150€/mes,100 m²
1654,"calle de Peníscola, 1, Sant Llorenç, València",Sant Llorenç,Rascanya,820€/mes,180 m²
1655,"Sant Llorenç, València",Sant Llorenç,Rascanya,650€/mes,65 m²
1656,"Sant Llorenç, València",Sant Llorenç,Rascanya,800€/mes,54 m²
1657,"Sant Llorenç, València",Sant Llorenç,Rascanya,700€/mes,94 m²
1658,"Sant Llorenç, València",Sant Llorenç,Rascanya,450€/mes,55 m²
1659,"calle de Bilbao, Sant Antoni, València",Sant Antoni,La Saidia,1.350€/mes,307 m²
1660,"avenida Primado Reig, 40, Sant Antoni, València",Sant Antoni,La Saidia,1.500€/mes,215 m²
1661,"calle de Sagunto, Sant Antoni, València",Sant Antoni,La Saidia,2.500€/mes,400 m²
1662,"Bilbao, Sant Antoni, València",Sant Antoni,La Saidia,600€/mes,56 m²
1663,"Bilbao, Sant Antoni, València",Sant Antoni,La Saidia,1.500€/mes,307 m²
1664,"avenida del Primado Reig, Sant Antoni, València",Sant Antoni,La Saidia,1.200€/mes,220 m²
1665,"avenida Primado Reig, 36, Sant Antoni, València",Sant Antoni,La Saidia,4.000€/mes,850 m²
1666,"padre urbano, Sant Antoni, València",Sant Antoni,La Saidia,450€/mes,100 m²
1667,"Sant Antoni, València",Sant Antoni,La Saidia,1.200€/mes,214 m²
1668,"Sant Antoni, València",Sant Antoni,La Saidia,750€/mes,105 m²
1669,"avenida del Primado Reig, Sant Antoni, València",Sant Antoni,La Saidia,1.200€/mes,210 m²
1670,"Sant Antoni, València",Sant Antoni,La Saidia,850€/mes,189 m²
1671,"calle bilbao, 57, Sant Antoni, València",Sant Antoni,La Saidia,550€/mes,45 m²
1672,"calle Ministro Luis Mayans, 45, Sant Antoni, València",Sant Antoni,La Saidia,530€/mes,100 m²
1673,"Local o nave en avenida del Primat Reig, s/n, Sant Antoni, València",Sant Antoni,La Saidia,1.400€/mes,215 m²
1674,"Local o nave en avenida del Primat Reig, s/n, Sant Antoni, València",Sant Antoni,La Saidia,600€/mes,50 m²
1675,"calle de Bilbao, 36, Sant Antoni, València",Sant Antoni,La Saidia,550€/mes,75 m²
1676,"avenida del Primat Reig, 40, Sant Antoni, València",Sant Antoni,La Saidia,1.500€/mes,214 m²
1677,"Nave en Arzobispo Fabian y Fuero, Marxalenes, València",Marxalenes,La Saidia,4.500€/mes,1.700 m²
1678,"avenida de Burjassot, 88, Marxalenes, València",Marxalenes,La Saidia,1.500€/mes,250 m²
1679,"Arzobispo Fabian y Fuero, Marxalenes, València",Marxalenes,La Saidia,4.500€/mes,1.700 m²
1680,"Marxalenes, València",Marxalenes,La Saidia,600€/mes,85 m²
1681,"Arzobispo Fabian y Fuero, Marxalenes, València",Marxalenes,La Saidia,700€/mes,45 m²
1682,"malaga, 33, Marxalenes, València",Marxalenes,La Saidia,1.000€/mes,380 m²
1683,"Marxalenes, València",Marxalenes,La Saidia,800€/mes,300 m²
1684,"calle del Doctor Olóriz, 7, Marxalenes, València",Marxalenes,La Saidia,400€/mes,75 m²
1685,"Marxalenes, València",Marxalenes,La Saidia,1.400€/mes,182 m²
1686,"Marxalenes, València",Marxalenes,La Saidia,900€/mes,189 m²
1687,"Marxalenes, València",Marxalenes,La Saidia,1.150€/mes,216 m²
1688,"calle del Doctor Olóriz, 4, Marxalenes, València",Marxalenes,La Saidia,500€/mes,52 m²
1689,"avenida de Burjassot, 88, Marxalenes, València",Marxalenes,La Saidia,1.500€/mes,250 m²
1690,"avenida Burjasot, 88, Marxalenes, València",Marxalenes,La Saidia,1.200€/mes,250 m²
1691,"calle del Doctor Vicente Zaragozá, Trinitat, València",Trinitat,La Saidia,450€/mes,39 m²
1692,"calle Alboraya, s/n, Trinitat, València",Trinitat,La Saidia,1.200€/mes,85 m²
1693,"calle Pintor Vilar, 16, Trinitat, València",Trinitat,La Saidia,600€/mes,71 m²
1694,"calle del Pintor Vilar, 1, Trinitat, València",Trinitat,La Saidia,25.000€/mes,5.150 m²
1695,"calle d'Alboraia, 36, Trinitat, València",Trinitat,La Saidia,2.250€/mes,289 m²
1696,"Trinitat, València",Trinitat,La Saidia,400€/mes,50 m²
1697,"almassora, 44, Trinitat, València",Trinitat,La Saidia,1.000€/mes,113 m²
1698,"Trinitat, València",Trinitat,La Saidia,1.220€/mes,210 m²
1699,"Trinitat, València",Trinitat,La Saidia,450€/mes,75 m²
1700,"Trinitat, València",Trinitat,La Saidia,1.200€/mes,350 m²
1701,"senda de l'Aire, 12, Trinitat, València",Trinitat,La Saidia,700€/mes,100 m²
1702,"Trinitat, València",Trinitat,La Saidia,650€/mes,80 m²
1703,"Trinitat, València",Trinitat,La Saidia,650€/mes,59 m²
1704,"calle d'Almassora, Morvedre, València",Morvedre,La Saidia,1.000€/mes,355 m²
1705,"calle d'Alfambra, Morvedre, València",Morvedre,La Saidia,400€/mes,25 m²
1706,"Morvedre, València",Morvedre,La Saidia,850€/mes,95 m²
1707,"Morvedre, València",Morvedre,La Saidia,475€/mes,66 m²
1708,"calle del Ministre Luis Mayans, Morvedre, València",Morvedre,La Saidia,19.000€/mes,46 m²
1709,"Morvedre, València",Morvedre,La Saidia,650€/mes,104 m²
1710,"calle de la Visitació, Morvedre, València",Morvedre,La Saidia,800€/mes,200 m²
1711,"Morvedre, València",Morvedre,La Saidia,1.200€/mes,460 m²
1712,"Morvedre, València",Morvedre,La Saidia,630€/mes,174 m²
1713,"Morvedre, València",Morvedre,La Saidia,810€/mes,110 m²
1714,"Bilbao, Morvedre, València",Morvedre,La Saidia,400€/mes,55 m²
1715,"Morvedre, València",Morvedre,La Saidia,1.060€/mes,227 m²
1716,"calle d'Almassora, Morvedre, València",Tormos,La Saidia,1.000€/mes,355 m²
1717,"calle d'Alfambra, Morvedre, València",Tormos,La Saidia,400€/mes,25 m²
1718,"Morvedre, València",Tormos,La Saidia,850€/mes,95 m²
1719,"Morvedre, València",Tormos,La Saidia,475€/mes,66 m²
1720,"calle del Ministre Luis Mayans, Morvedre, València",Tormos,La Saidia,19.000€/mes,46 m²
1721,"Morvedre, València",Tormos,La Saidia,650€/mes,104 m²
1722,"calle de la Visitació, Morvedre, València",Tormos,La Saidia,800€/mes,200 m²
1723,"Morvedre, València",Tormos,La Saidia,1.200€/mes,460 m²
1724,"Morvedre, València",Tormos,La Saidia,630€/mes,174 m²
1725,"Morvedre, València",Tormos,La Saidia,810€/mes,110 m²
1726,"Bilbao, Morvedre, València",Tormos,La Saidia,400€/mes,55 m²
1727,"Morvedre, València",Tormos,La Saidia,1.060€/mes,227 m²
